weight_name,weight_score
model.layers.27.self_attn.o_proj.weight,7.323219299316406
model.layers.27.mlp.gate_proj.weight,26.46832275390625
model.layers.27.mlp.up_proj.weight,28.331207275390625
model.layers.27.mlp.down_proj.weight,28.890758514404297
model.layers.27.input_layernorm.weight,0.21383976936340332
model.layers.27.post_attention_layernorm.weight,0.4572114944458008
model.layers.28.self_attn.q_proj.weight,3.2297873497009277
model.layers.28.self_attn.k_proj.weight,1.4112229347229004
model.layers.28.self_attn.v_proj.weight,3.115452766418457
model.layers.28.self_attn.o_proj.weight,6.911924362182617
model.layers.28.mlp.gate_proj.weight,26.007793426513672
model.layers.28.mlp.up_proj.weight,27.956344604492188
model.layers.28.mlp.down_proj.weight,29.695125579833984
model.layers.28.input_layernorm.weight,0.1797512173652649
model.layers.28.post_attention_layernorm.weight,0.4586326479911804
model.layers.29.self_attn.q_proj.weight,3.5632259845733643
model.layers.29.self_attn.k_proj.weight,1.6639881134033203
model.layers.29.self_attn.v_proj.weight,3.143259286880493
model.layers.29.self_attn.o_proj.weight,7.049342632293701
model.layers.29.mlp.gate_proj.weight,24.995105743408203
model.layers.29.mlp.up_proj.weight,27.38003921508789
model.layers.29.mlp.down_proj.weight,31.428455352783203
model.layers.29.input_layernorm.weight,0.20739376544952393
model.layers.29.post_attention_layernorm.weight,0.5258432030677795
model.layers.30.self_attn.q_proj.weight,3.5793027877807617
model.layers.30.self_attn.k_proj.weight,1.5948824882507324
model.layers.30.self_attn.v_proj.weight,3.7611799240112305
model.layers.30.self_attn.o_proj.weight,8.649730682373047
model.layers.30.mlp.gate_proj.weight,26.157756805419922
model.layers.30.mlp.up_proj.weight,29.80056381225586
model.layers.30.mlp.down_proj.weight,36.955806732177734
model.layers.30.input_layernorm.weight,0.2292708158493042
model.layers.30.post_attention_layernorm.weight,0.6629071235656738
model.layers.31.self_attn.q_proj.weight,4.449190139770508
model.layers.31.self_attn.k_proj.weight,2.3029944896698
model.layers.31.self_attn.v_proj.weight,4.814375877380371
model.layers.31.self_attn.o_proj.weight,12.016090393066406
model.layers.31.mlp.gate_proj.weight,32.97126770019531
model.layers.31.mlp.up_proj.weight,40.26852035522461
model.layers.31.mlp.down_proj.weight,70.70802307128906
model.layers.31.input_layernorm.weight,0.2700634002685547
model.layers.31.post_attention_layernorm.weight,1.1375564336776733
model.norm.weight,2.1530332565307617
lm_head.weight,54.25787353515625
